fruitjuicesfru3132iris,"Fruit juices, Fruit drinks",,,,
fruitjuicesfruit313iris,"Fruit juices, Fruit drinks",,,,
fruitmarketsinea493croc,  Fruit trade,,,,
fruitsinicecream331crue,"Ice cream, ices, etc, Fruit",,,,
fruitspoilagedis506smit,  Fig,,,,
fruittreeorchard309duru,  Fruit trees,,,,
fryermarketingin146abbo,  Chickens,,,,
fuchsiaculturefo08butt,  Fuchsia,,,,
fullerrosebeetle0718dick,"Rose-beetle, Citrus",,,,
fumbeblancmerita00starrich,"Stare, David S, Dry Creek Vineyard, Vintners -- California, Wine and wine making -- California Sonoma County History, Viticulture -- California Sonoma County History",,,,
fumigationdosage152wood,  Fumigation,,,,
fumigationpracti11wood,  Fruit,,,,
fumigationschedu50wood,  Fruit,,,,
fumigationwit3083085quay,"Hydrocyanic acid, Fumigation",,,,
functiondevelopm00kurtrich,"Marvelous, The, Fiction, Folklore",,,,
functionofeducat00merr,"Universities and colleges, Education -- Research",,,,
functionoffarmbu209croc,  Agricultural extension work,,,,
fundamentalequat00slatiala,  Dynamics,,,,
fundamentalinter110shar,"Salts, Soluble, Colloids, Soils, Alkali lands",,,,
fundamentalprinc123powe,  Agriculture, Cooperative,,,
fundamentalprinc222powe,  Agriculture, Cooperative,,,
fundamentalsofca42stan,  Bee culture,,,,
fundamentalsofsu165adam,  Sugar beet,,,,
fundingprevention00lilirich,"Ploughshares Fund, San Francisco Art Institute, Amnesty International, San Francisco Museum of Modern Art, San Francisco Council on Civic Unity, Endowments -- United States, Nuclear disarmament, Philanthropists -- California San Francisco, Endowments -- California, Sculptors -- California Biography",,,,
fungicidalcontro697midd,"Powdery mildew diseases, Muskmelon",,,,
fungicidaldustsf364mack,"Bunt (Disease of wheat), Wheat",,,,
fungitheirnature00cookrich,  Fungi,,,,
furrowirrigation37marr,"Irrigation canals and flumes, Irrigation farming",,,,
furtherexaminati101colb,"Prune, Apricot, Nectarine, Plum",,,,
furtherexperienc172smit,"Asparagus, Rust fungi",,,,
furtherexperimen352hend,  Plum,,,,
furtherproofofca235smit,  Crown-gall disease,,,,
furtherstudieson44lipm,  Soil microbiology,,,,
fusariumwiltofto274lesl,"Tomatoes, Tomato wilts",,,,
futureofreligion00107s,  Relig,,,,
gallstonestheirs00moyn,,,,,
garbagehogfeedin166sull,"Feeds, Swine",,,,
garbanzos66smit,"Chickpea, Chickpea, Chickpea, Chickpea",,,,
gardencentipede518wymo,  Centipedes,,,,
gendersouthchina00leec,"Women -- Employment -- China -- Hong Kong., Women -- Employment -- China -- Shenzhen Shi., Women -- China -- Hong Kong -- Economic conditions., Women -- China -- Shenzhen Shi -- Economic conditions., Labor market -- China -- Hong Kong., Labor market -- China -- Shenzhen Shi., Hong Kong (China) -- Economic conditions., Shenzhen Shi (China) -- Economic conditions.",,,,
generalcivilpractice00kaaprich,"Kirkham, Francis, Madison, Marshall P, Matson Navigation Company, San Francisco Bay Area Rapid Transit District (Calif.), Utah Construction & Mining Co, General Electric Company, San Francisco Opera, University of Oregon School of Law, Pillsbury, Madison & Sutro, Admiralty -- United States, Antitrust law -- United States History, Grand jury -- California, Law firms -- California San Francisco",,,,
generalcontac1371949craf,"Weeds, Herbicides, Spraying",,,,
generalcontactwe137craf,"Spraying, Weeds",,,,
generalcontactwe447craf,  Herbicides,,,,
generalhistoryof00unes,"African history, Africa, 19th century, History",,,,
generalizedsoilm06stor,"Soils, Soils, Soil, Soil surveys",,,,
generalpurposeso306cosb,"Soils, Augers",,,,
generationofhydr139youn,  Fumigation,,,,
geneticrelations00radirich,  Indians of North America -- Languages,,,,
geneticviewofber00hallrich,"Berkeley, George, 1685-1753, Ontology",,,,
genteeltradition00sant,,,,,
genusfucusonpaci00gard,  Fucus,,,,
genusgyrocotylei00watsrich,  Gyrocotyle,,,,
geoffreyofmonmou00jone,  Historiography--Great Britain--History.,,,,
geoffreyofmonmou00keel,,,,,
geologicexcursio109wagn,"Geology, Geology",,,,
geologyoflastram22hamc,"Geology, Geology",,,,
geometrynofriend00juririch,"Newton, Isaac, Sir, 1642-1727. w dn, Berkeley, George, 1685-1753",,,,
georgeberkeleyon00berkrich,"Wealth, Great Britain -- Economic policy",,,,
georgeborrowengl00scherich,  Borrow, George Henry, 1803-1881,,
georgegrovesoral00grov,"Groves, George, 1901-1976, Motion picture industry, Motion picture music",,,,
georgehoyningenh00hoyn,"Hoyningen-Huene, George, 1900-1968, Photographers, Cinematography, Commercial photography, Photography in archaeology",,,,
geraldineknight00scotrich,"Scott, Mel, 1906-, University of California, Berkeley. Dept. of Landscape Architecture, Landscape architecture, Women landscape architects -- United States Biography",,,,
geraniumspelargo12butt,  Geraniums,,,,
gettingmarriedin00kend,"Marriage customs and rites, Wedding etiquette, Sex role, Gender identity, Social classes, Ceremonial exchange",,,,
giovannilusannal00bruc,"Adultery, Marriage, Social classes, Social history, Renaissance",,,,
girdlinggrapevin56jaco,"Viticulture, Grapes",,,,
github.com-awesome-spark-awesome-spark_-_2017-05-31_03-58-57,"GitHub, code, software, git",,,,
glaciersofcalifo00guyt,"Glaciers, Glaziologie, Gletscher, Glazialgeologie",,,,
gladiolushowtogr14butt,  Gladiolus,,,,
glimpsesofoldeng00balciala,"Castles -- England, Historic buildings -- England",,,,
goatsmilkcheese41phil,  Goat cheese,,,,
godhumanityhisto00robe,"European history: c 500 to c 1500, Jewish studies, Literary studies: classical, early & medieval, c 1000 CE to c 1500, History - General History, Germany - History, History Of Jews, Sources, Hebrew, Religion, Europe, Europe - Germany, Jewish - General, Social Science / Jewish Studies, 1096-1147, Biography, Germany, History, Jewish martyrs, Jews, Persecutions, Crusades",,,,
godplannedlife00overrich,,,,,
godsaltar00daly,  nd index,,,,
goldenagesdarkag00obri,"Anthropology, Ethnohistory, Economic anthropology",,,,
goldenchristmasc00simmrich,,,,,
goldengulagpriso00gilm,"Prisons, Prisons, Imprisonment, Criminal justice, Administration of, Discrimination in criminal justice administration, Minorities",,,,
goodindianbower00boweiala,,,,,
gorbachevphenome00lewi,"Gorbachev, Mikhail Sergeevich, 1931-, Perestroika, Perestroika",,,,
governingmetropo00rose,"Regional planning, Am\u00e9nagement du territoire, Ontario Toronto Local government, 1953-1971",,,,
govofficepub00chalrich,"Reagan, Ronald, California -- Politics and government 1951-",,,,
govreaganscab00lagerich,"Reagan, Ronald, Public welfare administration -- California, Transportation and state -- California, Agriculture and state -- California, California -- Politics and government 1951-",,,,
gradinglandforsu43857marr,"Earthwork, Irrigation",,,,
gradinglandforsu438marr,"Earthwork, Irrigation",,,,
graduateeducation00elberich,"University of California, Berkeley. Graduate Division, University of California, Berkeley. Naval Biological Laboratory, Brucellosis -- United States Prevention, Student movements -- California Berkeley",,,,
graduates00univ,  Universities and colleges -- Alumni and alumnae,,,,
graffimprovement00thomrich,"Graff, Thomas J, Yardas, David R, Environmental Defense Fund, Central Valley Project (Calif.), Central Valley Project Improvement Act, Water-supply -- California Central Valley (Valley) History, Water-supply -- Government policy California History, Water-supply -- Law and legislation California History",,,,
graftingaffiniti438hepp,"Plum, Grafting",,,,
graftingvinife1151927biol,"Grapes, Viticulture",,,,
graftingvinifera115biol,"Grapes, Viticulture",,,,
grainfertilizati0775mart,"Grain, Grain",,,,
grainsorghums2781917mads,  Sorghum,,,,
grainsorghums2781921mads,  Sorghum,,,,
grainsorghumseed177babc,  Sorghum,,,,
grainsorghumsinc74hend,  Sorghum,,,,
grainsrecommende71shaw,"Wheat, Barley, Oats",,,,
grammaroffilm00raym,  Motion Pictures,,,,
grangermableyusf00chririch,"United States. Forest Service, Civilian Conservation Corps (U.S.), Forests and forestry -- United States",,,,
granulationofval647bart,  Oranges,,,,
grapefruit463well,  Grapefruit,,,,
grapegrowinginca116jaco,  Viticulture,,,,
grapegrowinginca119jaco,"Viticulture, Grapes",,,,
grapejuice00biolrich,  Grape juice,,,,
grapejuice108biol,  Grape juice,,,,
grapepestsincali445smit,  Grapes,,,,
grapepestsinsou553barn,  Grapes,,,,
grapesyrupprelim303biol,"Grapes, Syrups",,,,
grapevarietiesfo356amer,"Viticulture, Grapes, Wine and wine making",,,,
grapevinegar00biolrich,"Grapes, Vinegar",,,,
grapevinegar227biol,"Grapes, Vinegar",,,,
grasshoppersinca142wood,  Locusts,,,,
grassseedproduct155sumn,  Grasses,,,,
gravensteinapple0716alle,  Apples,,,,
graytheblue00wickrich,"Wickersham, John T, United States -- History Civil War, 1861-1865 Personal narratives, Confederate",,,,
greatestfact00reidrich,  United States -- History Revolution, 1775-1783,,,
greekromanempire00ferg,,,,,
greektheateratbe00arme,"University of California, Berkeley. Greek Theater, Architecture, Greek, Theater architecture",,,,
greektheateratbe00armerich,  Greek Theatre (Berkeley, Calif.),,,
greektheateroffi00alle,"Theater -- Greece, Theater architecture",,,,
greenmanurecrops292mert,  Green manure crops,,,,
greenmanuringinc110lipm,  Green manuring,,,,
groundreportofco00univrich,  University of California, Berkeley,,,
growerprocessori0768coll,  Tomato industry,,,,
growingbegoniasi162butt,  Begonias,,,,
growingcaliforni00schm,"Native plant gardening, Native plants for cultivation, Plants, Ornamental",,,,
growingfallorsec200roge,  Potatoes,,,,
growinggraft2682685biol,"Olive, Grafting",,,,
growinggraftingo00bioliala,"Olive -- Seedlings, Grafting",,,,
growinghandlinga381jone,"Asparagus, Asparagus",,,,
growinghandlingc352davi,"Muskmelon, Melons",,,,
growinghandlingg84mcca,  Garlic,,,,
growinghandlingm85talb,  Peas,,,,
growinghandlingo295jone,  Lettuce,,,,
growinghandlings55port,  Sweet potatoes,,,,
growingplumsinca563laru,  Plum,,,,
growingpotatoesi154davi,  Potatoes,,,,
growingsoybeansi37mads,  Soybean,,,,
growingstrawberr151bake,  Strawberries,,,,
growingwheatinca29mill,  Wheat,,,,
growthadjustment0787flet,  Milk trade,,,,
growthcharacteri0829duft,"Chain stores, Grocery trade",,,,
growthdifferenti51reed,"Growth (Plants), Apricot",,,,
growthofcitrusse53girt,"Citrus fruits, Seedlings, Fruticultura",,,,
growthofeucalypt380metc,  Eucalyptus,,,,
growthofresponsi00chamrich,  School management and organization,,,,
growthpatternsin0786hiem,  Grocery trade,,,,
guidestoprofitab242dean,  Field crops,,,,
guidetobeefcattl451alba,"Beef cattle, Cattle, Beef cattle",,,,
guidetoliteratur00gayl,  Aesthetics,,,,
guidetoreadingsi00thomrich,"Social sciences, Political science, Education, Citizenship -- Bibliography",,,,
guidetostudyofme00paetiala,"Middle Ages, Middle Ages",,,,
guidetostudyofme00paetuoft,"Middle Ages -- Bibliography, Middle Ages -- History Outlines, syllabi, etc",,,,
gulfstreamphysic00stom,  Oceanography,,,,
gumdiseaseofcitr200smit,"Citrus, Gummosis",,,,
gumdiseasesofci39660klot,  Citrus,,,,
gumdiseasesofci39669klot,  Citrus,,,,
gumdiseasesofcit360fawc,  Citrus,,,,
gumdiseasesofcit396klot,  Citrus,,,,
gunfightershighw00mcgr,"Violence, Violence, Frontier and pioneer life, Mineral industries, Violence, Frontera, Industria minera y finanzas, Violencia, California Sierra Nevada Mining communities Violence, 1860-ca 1890",,,,
gypsumothersulf403aldr,"Gypsum, Fertilizers, Soil conditioners",,,,
haitihistorygods00daya,"Nationalism, Social psychology and literature",,,,
halflifeofdreamc00jeff,"Logan, Kent, Logan, Vicki, Art and society, Art, Chinese, Art",,,,
handbookofbritis00berkrich,  Mosses -- Great Britain,,,,
handbookofenglis00chinrich,"French language -- Conversation and phrase books (for soldiers, etc.), Aeronautics, Military -- Dictionaries",,,,
handbookofplantd204smit,"Plant parasites, Phytopathogenic microorganisms",,,,
handbookonbeek1560ecke,  Bee culture,,,,
handbookonbeekee15ecke,  Bee culture,,,,
handbookonrabbit161butt,  Rabbits,,,,
handcarvedporcel00beanrich,  Dentures,,,,
handlingshipping664barg,"Potatoes, Potatoes",,,,
handlingstrawber527mitc,  Strawberries,,,,
handlingsweetche560mick,"Sweet cherry, Sweet cherry",,,,
hanoverianlondon00rudg,,,,,
hansburkhardtora00burk,"Burkhardt, Hans Gustav, 1904-, Gorky, Arshile, 1904-1948, Tobey, Mark, Los Angeles County Museum of Art, Stendahl Art Galleries, Painters, Art, Modern, Mural painting and decoration, Strikes and lockouts",,,,
hardnessofporkfa616hugh,"Pork, Swine",,,,
harmongymnasiuml00harmrich,  Harmon Gymnasium (Berkeley, Calif.),,,
harmonicstructur00seeg,  Harmony,,,,
haroldjonesmary00jonerich,"Jones, Mary Cover, b. 1896, Jones, Harold Ellis, 1894-1960, University of California, Berkeley. Institute of Human Development, Child development",,,,
harvestingdrying541bain,"Rice, Rice",,,,
harvestinghand00duru,"Peach, Peach",,,,
harvestinghandl00duru,"Pears, Pears",,,,
harvestinghandli00duru,"Apricot, Apricot, Plum, Plum",,,,
harvestinghandli232duru,"Cherry, Cherry",,,,
harvestinghandli533alle,  Pear,,,,
harvestingpackin390jaco,"Grapes, Grapes",,,,
hatchingrearingo99doug,"Poultry, Chicks",,,,
haycubestorage550dobi,"Pelleted hay, Hay",,,,
headcanecordonpr277biol,  Grapes,,,,
headlettuceindus60jone,  Lettuce,,,,
headlettuceprodu105tave,"Agriculture, Lettuce",,,,
healingmassescub00fein,"Medical policy, Medical care, Medical assistance, Cuban, Symbolism in politics, Health Policy, Delivery of Health Care, Medical Assistance, Politics, Symbolism, Soins m\u00e9dicaux, Aide m\u00e9dicale, \u00c9conomie de la sant\u00e9, Symbolisme en politique, Politique sanitaire, Aide sanitaire cubaine, Gesundheitspolitik, Health services, Cuba",,,,
healthinsurance00earlrich,"Warren, Earl, 1891-1974, Lee, Russel Van Arsdale, Salsman, Byrl R, Claycombe, Gordon, Cline, John W, California Medical Association, Insurance, Health -- California, Public health -- California, Medicine -- California, Physicians -- California, California -- Politics and government",,,,
heavydrinkingmyt00fing,"Alcoholism, Alcoholism, Alcoolisme, Alcoolisme, Alcoolisme, Alcoolisme, Alcoholisme, Alcoholism, United States Alcoholism",,,,
heavyvslightgrai323woll,  Dairy cattle,,,,
hebrewpoetryofmi00pagi,"Hebrew poetry, Medieval, Love poetry, Hebrew, Love poetry, Hebrew",,,,
helenhuntjackson00phil,"Jackson, Helen Hunt, 1830-1885, Women and literature -- West (U.S.) -- History -- 19th century, Authors, American -- 19th century -- Biography, West (U.S.) in literature, Indians in literature",,,,
helenlundebergor00lund,"Lundeberg, Helen, 1908-1999, Painters, Women painters, Art, Modern, Mural painting and decoration",,,,
helpfulhintstoho201vest,  Swine,,,,
henrycwaringonun00waririch,"University of California (System). University Extension, University of California (1868-1952). Extension Division",,,,
henryedwardshunt00thor,"Huntington, Henry Edwards, 1850-1927., Capitalists and financiers -- United States -- Biography.",,,,
herbariumscientist00mccarich,"McCaskill Gardens (Pasadena, Calif.), University of California, Davis. Arboretum, University of California, Davis. Herbarium, Friends of the Davis Arboretum, Davis, Calif, Botany -- California, Botanists -- California Interviews, Botanical gardens, Arboretums",,,,
herbertcjonesonc00jonerich,"California. Legislature, Republican Party (Calif.), Water -- California, California -- Politics and government",,,,
herbertjepsonora00jeps,"Jepson, Herbert, 1908-, Jepson Art Institute, Otis Art Institute, Los Angeles County Museum of Art, Artists, Sculptors, Art, Modern, Mural painting and decoration, Artists as teachers",,,,
herbicidalproper0739craf,"Herbicides, Arsenic",,,,
herbicidaluseofc693hann,"Carbon disulfide, Herbicides",,,,
hermannhesse00jose,"Literary studies: from c 1900 -, Literature - Classics / Criticism, Biography/Autobiography, European - German, Literary Criticism & Collections / General, Hesse, Hermann, 1877-1962, Hesse, Hermann, Authors, German",,,,
hermannhesselife00mile,"Hesse, Hermann, 1877-1962, Authors, German",,,,
heymaniramchanc00heymrich,"Heyman, Ira Michael, 1930-, Heyman, Therese Thau, University of California, Berkeley, University of California, Berkeley. Office of the Vice Chancellor, University of California, Berkeley. Office of the Chancellor, University of California, Berkeley, University of California, Berkeley, United States. Dept. of the Interior. Assistant Secretary, Policy, Management & Budget, Smithsonian Institution, College administrators -- California Berkeley, Free Speech Movement (Berkeley, Calif.), Apartheid, College administrators' spouses -- United States, People's Park (Berkeley, Calif.)",,,,
highculturefever00wang,"Kulturleben, Geschichte 1976-1990, Intellectuals, China",,,,
highlowtem00whit,"Feldspar, Diabase",,,,
highschoolexperi00jonerich,,,,,
hilgardhallgifto00univrich,  Hilgard Hall (Berkeley, Calif.),,,
hinduplacesofpil00bhar,"Pilgrims and pilgrimages, Hindu shrines",,,,
hindusofhimalay100berr,"Ethnology, Villages",,,,
hindusofhimalaya00inberr,  Ethnology--India.,,,,
histmedcareperm00oswarich,"Kaiser-Permanente Medical Care Program, Health maintenance organizations -- California",,,,
historianslavery00stamrich,"University of Wisconsin--Madison. Dept. of History, University of Arkansas (Fayetteville campus). Dept. of History, University of Maryland, College Park. History Dept, University of California, Berkeley. Dept. of History, World War, 1939-1945, Loyalty oaths -- California Berkeley, Free Speech Movement (Berkeley, Calif.), Slavery -- United States, United States -- History Civil War, 1861-1865",,,,
history00ofcaliforeaverich,"Labor laws and legislation -- California, Labor unions -- California San Francisco, Slavery -- California, Chinese -- California",,,,
historyenglishut00albe,"Philosophy, English, Utilitarianism",,,,
historyofberkele00wate,  Schools -- California Berkeley,,,,
historyofbook00harlrich,"University of California, Berkeley. School of Librarianship, Librarians -- California, Printers -- United States Study and teaching, Rare books -- Study and teaching",,,,
historyofbrownun00bronrich,  Brown University,,,,
historyofcalifor00eaverich,"Labor laws and legislation -- California, Trade-unions -- San Francisco, Slavery -- California, Chinese -- California",,,,
historyofcoopera557krae,  Fruit,,,,
historyofkaiserp00yedirich,"Kaiser-Permanente Medical Care Program, Health maintenance organizations -- California",,,,
historyofsanfran00willrich,"San Francisco Committee of Vigilance of 1851, Vigilance committees -- California, San Francisco (Calif.) -- History",,,,
historyofsierran00farq,,,,,
historytheorieso00guli,  Labor,,,,
histpermprogmed00shrarich,"Kaiser-Permanente Medical Care Program. Southern California Region, Health maintenance organizations -- California",,,,
histprogmedcare00frierich,"Kaiser-Permanente Medical Care Program, Health maintenance organizations -- California",,,,
histprojinterviews01julirich,"Morgan, Julia, 1872-1957, Steilberg, Walter T., d. 1974, Howard, John Galen, 1864-1931, Maybeck, Bernard R, Hearst, William Randolph, 1863-1951, University of California, Berkeley, University of California, Berkeley. Dept. of Architecture, Architecture -- California, Architects -- California, Berkeley (Calif.) -- Social life and customs, Berkeley (Calif.) -- Buildings, structures, etc",,,,
histprojinterviews02julirich,"Morgan, Julia, 1872-1957, Steilberg, Walter T., d. 1974, Howard, John Galen, 1864-1931, Maybeck, Bernard R, Hearst, William Randolph, 1863-1951, University of California, Berkeley, University of California, Berkeley. Dept. of Architecture, Architecture -- California, Architects -- California, Berkeley (Calif.) -- Social life and customs, Berkeley (Calif.) -- Buildings, structures, etc",,,,
histrionicsindra00herrrich,  Grillparzer, Franz, 1791-1872,,
histsanfrancisco12willrich,"San Francisco Committee of Vigilance of 1851, Vigilance committees -- California, San Francisco (Calif.) -- History",,,,
hitchcocklecture00swairich,,,,,
hitchcockonhitch00alfr,"Films, cinema, Technical & background skills, Performing Arts, Pop Arts / Pop Culture, Cinema/Film: Book, Entertainment & Performing Arts - General, Film & Video - Direction & Production, Performing Arts / General, Hitchcock, Alfred, 1899-1980, Motion pictures",,,,
hogcholera03ward,  Classical swine fever,,,,
hogcholeraitspre89hari,  Classical swine fever,,,,
hogcholerapreven176pete,"Classical swine fever, Classical swine fever",,,,
hogcholerapreven229haye,"Classical swine fever, Classical swine fever",,,,
hogfeedingexperi342thom,"Barley as feed, Swine",,,,
holyfeastholyfas00bynu,"Food, Women, Food habits",,,,
homeapiary51944ecke,  Bee culture,,,,
homebuttermaking68nels,  Butter,,,,
homecanning2761942crue,  Canning and preserving,,,,
homecanning276crue,  Canning and preserving,,,,
homefarmcanning158crue,  Canning and preserving,,,,
homefarmprepar3343crue,  Vinegar,,,,
homefarmpreparat332crue,  Vinegar,,,,
homefarmpreparat37josl,"Canning and preserving, Pickles",,,,
homefloriculture53butt,"Floriculture, Gardening",,,,
homefreezinghowt153mrak,"Cold storage, Frozen foods",,,,
homefreezingof420mrak,"Frozen foods, Cold storage, Home freezers",,,,
homefruitgrowing117howa,  Fruit-culture,,,,
homemadebale151944wint,  Haying equipment,,,,
homemadebaleload15wint,  Haying equipment,,,,
homemadefruitcan175crue,  Confectionery,,,,
homepicklingofol57crue,  Cooking (Olives),,,,
homepreparationo02crue,"Jelly, Marmalade",,,,
homepreparationo10crue,"Candy, Formulas, recipes, etc, Fruit",,,,
homeruleproblems00will,"Home rule -- Ireland, Ireland -- Politics and government, Ireland -- Economic conditions",,,,
homevegetable261948macg,  Vegetable gardening,,,,
homevegetable49968macg,  Vegetable gardening,,,,
homevegetable499macg,  Vegetable gardening,,,,
homevegetablegar26jone,  Vegetable gardening,,,,
homevineyard231bonn,  Viticulture,,,,
honeymarketingfr0776baue,"Honey, Honey trade",,,,
honeymarketingin554voor,  Honey trade,,,,
honeyplantsofcal217rich,  Honey plants,,,,
hopaphis160clar,  Hop-aphis,,,,
hopsstatisticale139hoos,  Hops,,,,
hormonespraysthe692alle,"Pear, Plant regulators",,,,
hotroomcallusing76biol,  Grapes,,,,
houseflyinitsrel215herm,"Housefly, Flies as carriers of disease",,,,
housefumigation127wood,"Buildings, Bedbugs",,,,
housingasifpeopl00marc,"Homesites, Architecture, Architecture and society",,,,
housingcodeofcit00berkrich,  Building laws -- California Berkeley,,,,
housingwelfare00mixerich,"University of California (1868-1952) Associated Students, University of California, Berkeley. Centennial Fund, Berkeley (Calif.) -- Social life and customs",,,,
howcaliforniaish221mead,"Durham State Land Settlement (Calif.), Delhi State Land Settlement (Calif.), Agricultural colonies",,,,
howibecamesocial00wilsrich,,,,,
howparisamusesit00smit,"Amusements -- France Paris, Paris (France) -- Social life and customs",,,,
howtohackpartyli00milerich,"Democratic Party (Calif.), Business and politics, Computer industry",,,,
howtoincreaseyie211shaw,"Wheat, Wheat",,,,
howtomakecoat419dods,  Coats,,,,
howtomakeobserva63nick,  Beehives,,,,
howtooperateincu156doug,  Incubators,,,,
huangtineichings00huan,"Medicine, Chinese, Internal medicine Ancient China Early works",,,,
hughearlpercybos00nortrich,"United States -- History Revolution, 1775-1783 Personal narratives British, United States -- History Revolution, 1775-1783 British forces",,,,
humanitiesinamer00commrich,"Humanities, Sciences humaines",,,,
humansexualityco00katc,"Sex role, Identity (Psychology), Sex (Psychology)",,,,
humewithhelpstos00huxliala,"Hume, David, 1711-1776, Berkeley, George, 1685-1753",,,,
humewithhelpstos00huxlrich,"Hume, David, 1711-1776, Berkeley, George, 1685-1753",,,,
humushumusnitrog18loug,"Soils, Humus",,,,
humusincaliforni242loug,"Humus, Soils",,,,
hupatexts00goddrich,"Hupa Indians, Indians of North America, Hupa language",,,,
hydraulicstep00hessiala,,,,,
hydraulicstep00univrich,  Pumping machinery,,,,
hydrologicstudie64hube,  Water-supply,,,,
hydrologygeomo00leoprich,"United States. Soil Conservation Service, Geological Survey (U.S.). Water Resources Division, Pineapple Research Institute, Hydrologists -- Interviews, Geologists, Environmental policy -- United States, Educators -- California Berkeley Interviews",,,,
hymnsattributedt00cath,  Hymns, Latin.,,,
hypochondriawoef00baur,  Hypochondria,,,,
hystricom00fiel,"Rodents, Fossil, Paleontology, Paleontology",,,,
ianandcatherine00camprich,"Campbell, Ian, 1899-1978, California. Division of Mines and Geology, Geological Survey of California, Geological Society of America, Geologists -- United States Biography",,,,
idealtheoryofber00hugh,"Berkeley, George, 1685-1753, Metaphysics, Idealism",,,,
ideologyprogramo00kant,,,,,
idlehavencommuni00john,"Retirement, Places of, Working class, Mobile home living",,,,
ifugaolaw00bartrich,"Ifugao (Philippine people), Law, Primitive, Ethnology -- Philippines",,,,
ifugaolawroy00bartrich,"Ifugao (Philippine people), Law, Primitive, Ethnology -- Philippines",,,,
illsofindigestio00partrich,  Indigestion,,,,
illusionofpowerp00orge,"Theater, Political plays, English, Politics and literature, Masques, Renaissance",,,,
illustratedpepys00pepy,"Pepys, Samuel, 1633-1703, Pepys, Samuel, 1633-1703, Pepys, Samuel, Cabinet officers, Diarists, Hommes d'\u00c9tat, \u00c9crivains anglais",,,,
illustrationsofp13martrich,,,,,
imperialgermany00moserich,"Germany -- Politics and government 1871-, Germany -- Foreign relations",,,,
imperialvalleyse210coit,"Agriculture, Agriculture",,,,
implementationho00pres,"United States. Economic Development Administration, Manpower policy, Public works",,,,
importanceofcont688guil,"Beef cattle, Beef cattle",,,,
importantpestsof0783mads,  Apricot,,,,
importanttomatoi99essi,  Tomatoes,,,,
impossibledreamo00brad,"Bradley, Tom, 1917-1998, Yorty, Sam, 1909-, Los Angeles (Calif.). Police Dept, Los Angeles (Calif.). City Council, African American mayors, African Americans",,,,
impressionsfromc00dahl,"Dahlstrom, Grant, McAllister, Bruce, Ritchie, Ward, 1905-1996, Marks, Saul, 1905-1974, Castle Press, Printers, Printing",,,,
impressionsofpri00hoff,"Hoffman, Richard J., Printers, Type designers, Type and type-founding, Printing",,,,
improvedmethodso477conr,"Sorghum, Sorghum",,,,
improvementofqua311smit,  Fig,,,,
improvementsinme289biol,  Olive,,,,
improvingcalifor129jone,"Grazing, Grasses, Forage plants, Rangelands",,,,
improvingcalifor37152love,"Rangelands, Pastagens E Forragicultura",,,,
improvingcalifor371love,"Rangelands, Reclamation of land, Forage plants",,,,
improvingfarmten22adam,  Farm tenancy,,,,
improvingklamath437murp,"Hypericum perforatum, Weeds, Range management",,,,
inaugurationofda00univ,  Barrows, David Prescott, 1873-1954,,
inbreedingcrossb26coll,"Heredity, Crepis capillaris",,,,
increasingdairyp97vann,  Dairy farming,,,,
increasingdutyof114etch,"Irrigation efficiency, Water duties",,,,
increasingopp00fergrich,"American Chemical Society. Education Program, National Organization of Black Chemists and Chemical Engineers, University of California, Berkeley, African American chemists -- California Los Angeles Interviews, African American chemists -- Washington (D.C.) Interviews, Chemistry -- United States History",,,,
increasingvalley695emle,"Quails, Wildlife management",,,,
indeterminatecas00fairrich,"Orbits, Comets -- Orbits",,,,
indexforratingag556stor,  Land capability for agriculture,,,,
indexhughofsaint00donorich,  Hugh, of Saint-Victor, 1096?-1141,,
indexnumbersofpr102kuzn,"Farm produce, Farm produce",,,,
indexroydgravesp00gravrich,  Photographs -- Catalogs,,,,
indiachinaww100blairich,"University of California, Berkeley, India -- History 20th century, China -- History 1912-1928",,,,
indianlegendsofp00clar,"Indians of North America, Legends",,,,
indianmythsofsou00kroerich,"Indians of North America -- California, Indian mythology -- North America",,,,
indiasnuclearbom00geor,"Central government policies, Nuclear weapons, Political Freedom & Security - International Secur, India, Nuclear Proliferation, World politics, Current Affairs, Politics / Current Events, History: World, Military & War, History & Theory - General, Military Science, History / Asia, Asia - India & South Asia, 1989-, History",,,,
indifferentspace00burg,"Burgin, Victor, 1941-, Aesthetics, Place (Philosophy), Memory (Philosophy), Vision, Artes, Cultura, Espa\u00e7o (filosofia), Comunica\u00e7\u00e3o visual (aspectos sociais), Beeldcultuur, Ruimte (algemeen), Plaats, Culturele aspecten, Esthetica, Esth\u00e9tique, Lieu (Philosophie), M\u00e9moire (Philosophie), Vision, Esth\u00e9tique, M\u00e9moire (philosophie), Image (philosophie), \u00c4sthetik",,,,
individualincult00edge,"Ethnology, Human geography, Social change",,,,
inequalityofpay00brow,"Wages, Income distribution",,,,
inexpensivelabor268doug,  Poultry,,,,
infectiousaborti183haye,  Brucellosis in cattle,,,,
infectiousaborti92hari,  Brucellosis in cattle,,,,
infectiousbraind322hari,"Horses, Mules, Equine encephalomyelitis",,,,
infectiousbronch494kern,  Infectious bronchitis in poultry,,,,
influenceanthro00myrerich,"Anthropology, Political science",,,,
influenceofbarle305woll,"Barley as feed, Dairy cattle",,,,
influenceofcompo111ayre,"Plants, Salts, Soluble, Plants, Soils",,,,
